0.000374	-0.018541
0.005895	-0.018541
0.015554	0.179234
0.033036	0.451174
0.042625	0.679852
0.052138	0.920890
0.065571	1.236094
0.073014	1.390606
0.082492	1.631644
0.096214	1.983931
0.105847	2.274413
0.115348	2.478368
0.128763	2.911001
0.136252	3.226205
0.145755	3.535229
0.159241	3.967862
0.168701	4.270705
0.182381	4.629172
0.189847	4.956737
0.199356	5.296663
0.213036	5.655130
0.222552	6.013597
0.232072	6.409147
0.245744	6.909765
0.253186	7.286774
0.262700	7.645241
0.276093	8.096415
0.285643	8.442522
0.293087	8.547590
0.308814	9.116193
0.316270	9.245983
0.325802	9.561187
0.339420	10.080346
0.348928	10.358467
0.362845	10.729295
0.372415	10.927070
0.381906	11.124845
0.395799	11.613103
0.405325	11.922126
0.412839	12.156984
0.428703	12.645241
0.436197	12.855377
0.445772	13.114957
0.459067	13.590853
0.468576	13.683560
0.482431	14.276885
0.491962	14.394314
0.499483	14.653894
0.515500	15.253399
0.522991	15.426452
0.532551	15.599506
0.546286	16.087763
0.555859	16.341162
0.572560	16.637824
0.582088	16.990111
0.589617	17.113721
0.605495	17.564895
0.612996	17.818294
0.622586	18.046972
0.635994	18.349815
0.645631	18.535229
0.659311	18.967862
0.668913	19.177998
0.676393	19.227441
0.692366	19.672435
0.701883	19.907293
0.709430	20.154512
0.725243	20.500618
0.732753	20.618047
0.746052	20.933251
0.755623	21.161928
0.765147	21.464771
0.778902	21.699629
0.786364	21.959209
0.795916	22.237330
0.811857	22.496910
0.819378	22.707046
0.828933	22.997528
0.842947	23.269468
0.852491	23.491965
0.868454	23.794808
0.875973	23.998764
0.885539	24.283066
0.899335	24.567367
0.908880	24.765142
0.916374	24.802225
0.932507	25.271941
0.942068	25.519159
0.956128	25.760198
0.965729	25.995056
0.975340	26.143387
0.989490	26.433869
0.999092	26.594561
1.008665	26.810878
1.022565	27.027194
1.032164	27.274413
1.046154	27.385661
1.055767	27.645241
1.065332	27.867738
1.079176	28.003708
