0.000373	-0.030902
0.005877	-0.030902
0.015407	0.142151
0.033000	1.001236
0.042507	1.724351
0.049983	2.274413
0.065558	3.807169
0.073028	4.499382
0.082559	5.605686
0.096211	7.249691
0.105773	8.621755
0.115391	10.135970
0.128960	12.360939
0.136462	13.535229
0.152289	16.625464
0.159796	17.886279
0.169367	19.820766
0.183126	22.509271
0.192699	24.548826
0.202275	26.668727
0.215643	29.647713
0.223148	31.211372
0.232724	33.646477
0.246509	37.008653
0.256105	39.585909
0.269908	43.028430
0.279472	45.599506
0.289044	48.071693
0.303067	51.378245
0.312666	53.862794
0.322223	56.310260
0.335956	59.530284
0.345503	61.872682
0.359411	64.864030
0.369011	66.996292
0.376502	68.405439
0.389864	70.964153
0.399418	72.762670
0.408974	74.449938
0.422767	76.582200
0.432339	78.096415
0.446201	80.030902
0.455774	81.409147
0.465325	82.719407
0.479198	84.338690
0.488728	85.469716
0.496265	86.161928
0.512269	87.682324
0.519747	88.207664
0.529351	88.893696
0.545262	89.777503
0.552790	90.037083
0.612846	90.055624
0.622422	89.728059
0.632004	89.332509
0.645831	88.671199
0.655373	88.102596
0.662876	87.682324
0.678655	86.495674
0.686197	85.970334
0.699615	84.851669
0.709195	83.967862
0.718742	83.040791
0.732570	81.749073
0.742171	80.747837
0.749645	80.055624
0.765692	78.263288
0.775221	77.101360
0.789080	75.537701
0.798657	74.313968
0.806169	73.473424
0.822028	71.297899
0.829536	70.414091
0.839106	69.079110
0.852557	67.317676
0.862134	66.019778
0.875799	64.332509
0.885394	63.059333
0.892886	62.255871
0.908896	60.284302
0.918423	59.530284
0.925955	58.423980
0.941808	56.650185
0.949339	55.964153
0.958934	54.962917
0.972921	53.652658
0.982496	52.731768
0.998604	51.279357
1.006157	50.723115
1.015797	49.919654
1.031913	48.652658
1.039468	48.176761
1.049101	47.515451
1.062938	46.711990
1.072534	46.174289
1.088394	45.568603
1.095929	45.191595
1.105522	44.894932
1.119298	44.598269
1.128878	44.449938
1.138457	44.388133
1.152437	44.406675
1.162020	44.499382
1.178684	44.728059
1.186204	44.833127
1.195811	45.024722
1.211879	45.432633
1.219447	45.611867
1.229027	45.927070
1.242768	46.390606
1.252360	46.761434
1.268463	47.441286
1.276020	47.713226
1.285598	48.145859
1.301825	48.924598
1.309344	49.252163
1.318920	49.777503
1.332842	50.519159
1.342423	51.100124
1.351986	51.693449
1.366006	52.515451
1.375581	53.102596
1.389439	53.850433
1.399025	54.425216
1.408632	54.993820
1.422614	55.686032
1.432211	56.180470
1.441758	56.644005
1.455786	57.292954
1.465361	57.781211
1.479207	58.355995
1.488816	58.652658
1.498366	59.029666
1.512300	59.499382
1.521877	59.839308
1.529365	60.061805
1.545374	60.618047
1.554932	60.828183
1.568688	61.347342
1.578257	61.532756
1.585816	61.786156
1.601927	62.144623
1.609424	62.262052
1.618991	62.422744
1.635032	62.651422
1.642569	62.719407
1.652179	62.812114
1.668275	62.911001
1.675806	62.935723
1.691649	62.960445
1.699205	62.960445
1.708787	62.954265
1.724995	62.929543
1.732541	62.917182
1.742114	62.911001
1.758853	62.911001
1.768426	62.911001
1.782189	62.904821
1.791774	62.892460
1.799268	62.886279
1.815382	62.836836
1.824964	62.793572
1.832501	62.762670
1.848423	62.669963
1.855917	62.626700
1.871977	62.503090
1.881529	62.422744
1.889060	62.373300
1.904898	62.336218
1.912468	62.299135
1.922063	62.243511
1.935434	62.181706
1.944991	62.101360
1.958790	62.002472
1.968488	61.946848
1.978095	61.909765
1.991927	61.810878
2.001541	61.767614
2.009108	61.736712
2.025035	61.687268
2.032577	61.687268
2.042195	61.681088
2.055969	61.644005
2.065564	61.594561
2.081558	61.526576
2.089095	61.514215
2.098692	61.477132
2.114804	61.396786
2.122334	61.390606
2.131952	61.384425
2.145853	61.372064
2.155453	61.353523
2.171402	61.316440
2.178974	61.297899
2.188563	61.273177
2.202263	61.254635
2.211857	61.242274
2.221420	61.236094
2.235482	61.217553
2.245066	61.199011
2.259020	61.155748
2.268633	61.124845
2.278216	61.087763
2.292084	61.056860
2.301690	61.044499
2.309199	61.044499
2.325766	61.038319
2.335348	61.038319
2.344966	61.038319
2.358938	61.038319
2.368539	61.038319
2.382311	61.038319
2.391915	61.038319
2.401481	61.038319
2.415331	61.038319
2.424913	61.038319
2.432404	61.038319
2.448419	61.038319
2.458037	61.038319
2.471952	61.038319
2.481587	61.038319
2.489139	61.038319
2.504677	61.038319
2.512261	61.038319
2.521898	61.038319
2.535490	61.038319
2.545092	61.038319
2.558965	61.038319
2.568566	61.038319
2.578186	61.038319
2.592041	61.038319
2.601661	61.038319
2.611260	61.038319
2.625092	61.032138
2.634666	61.019778
2.648667	61.019778
2.658342	61.019778
2.667900	61.019778
2.681918	61.019778
2.691535	61.019778
2.699048	61.019778
2.715038	61.019778
2.724615	61.019778
2.732154	61.019778
2.748115	61.025958
2.755644	61.025958
2.771592	61.025958
2.779104	61.025958
2.788700	61.025958
2.804767	61.025958
2.812292	61.025958
2.821933	61.025958
2.835756	61.025958
2.845358	61.025958
2.861385	61.025958
2.868912	61.025958
2.878567	61.025958
2.895116	61.025958
2.904736	61.025958
2.912268	61.025958
2.928158	61.025958
2.935673	61.025958
2.951576	61.025958
2.961202	61.025958
2.968737	61.025958
2.984587	61.025958
2.992145	61.025958
3.001733	61.025958
3.015586	61.025958
3.025186	61.025958
3.041226	61.025958
3.048811	61.025958
3.058466	61.025958
3.072298	61.025958
3.081954	61.025958
3.091631	61.025958
3.105580	61.025958
3.115235	61.025958
3.124867	61.025958
3.138887	61.025958
3.148489	61.025958
3.164426	61.025958
3.172002	61.025958
